comment,label,category
"vừa nhẹ nhàng vừa dở khóc dở cười",positive,emotion
"xem một lần là nhớ cả đời",positive,memorable
"nét diễn này xứng đáng giải thưởng",positive,award\_worthy
"nếu có phần 2 tui coi đầu tiên",positive,anticipation
"tui mà không comment là không chịu nổi",positive,compulsion
"coi mà mặt đơ vì cười",positive,reaction
"xem xong muốn đăng story liền",positive,shareable
"từ clip mà ra đủ meme",positive,versatile
"vừa mệt vừa tức mà lại buồn cười",positive,mixed
"tôi chính là người bị trêu trong clip",positive,relatable
"comment này đúng kiểu cười trong nước mắt",positive,irony
"trình độ diễn xuất level tiktok",positive,performance
"quay vậy thôi chứ chắc cũng mệt lắm",neutral,behind\_the\_scenes
"clip này đúng gu tôi luôn",positive,preference
"không biết sao mà cười hoài không chán",positive,laughter
"mỗi lần coi lại là cười tiếp",positive,repeat
"tưởng vô tình ai dè cố ý hết",positive,setup
"vibe này đúng kiểu lớp tui luôn",positive,relatable
"tui cười xong phải đi lau nước mắt",positive,extreme\_laughter
"góc nghiêng chớp thời cơ quá chuẩn",positive,timing
"xem clip này xong thấy đời bớt nặng",positive,lighthearted
"mặt mệt mà vẫn ngầu là sao chời",positive,contrast
"không có câu thoại nào vẫn đỉnh",positive,silent\_acting
"clip này mà không viral thì hơi phí",positive,potential
"người ta mệt chứ tui thì cười như điên",positive,opposite\_reaction
"nhìn thôi là thấy kịch tính rồi",positive,dramatic
"một pha lật mặt nhanh hơn bánh tráng",positive,sarcasm
"coi riết xong auto thuộc biểu cảm",positive,fandom
"vẻ mặt bất lực top 1 tiktok hôm nay",positive,ranking
"diễn mà như không diễn",positive,natural
"clip này chắc quay xong mệt thiệt",neutral,realistic
"ai dám nói học sinh không biết diễn xuất",positive,student\_talent
"xem rồi không thể không cười",positive,unavoidable
"coi mà mắc cười muốn xỉu",positive,exaggeration
"không biết là diễn hay thật vậy nữa",neutral,confused
"cái style này là bắt trend mạnh lắm",positive,trendy
"xem clip này thấy yêu đời hơn",positive,uplifting
"dùng để dạy diễn xuất luôn được á",positive,educational
"góc quay rất có tâm nha",positive,appreciation
"đây là cách giải trí nhẹ nhàng không hại não",positive,casual
"tui lưu clip này để mở mỗi sáng",positive,routine
"xem riết tưởng đây là phim ngắn",positive,cinematic
"mỗi biểu cảm đều có hồn ghê",positive,character
"chỉ cần nhìn ánh mắt là biết ý đồ rồi",positive,clever
"bắt khoảnh khắc đỉnh thật sự",positive,spot\_on
"tui cười tới khan tiếng luôn á",positive,reaction
"nét diễn đậm chất tiktok nhưng không bị lố",positive,balanced
"tưởng bạn này học diễn xuất luôn á",positive,acting
"đừng ai hỏi sao tui cười giữa đêm",positive,late\_night\_laughter
"clip này là chân ái hôm nay của tui",positive,favorite
"Mấy thằng bảo vệ tưởng nó là cha k",positive,appreciation
"Cư xử quá trời văn minh a chai 10 điểmmm",positive,congratulation
"nhìu thằng con chửi bác bảo vệ chắc đó giờ k được ai dạy",positive,appreciation
"T tưởng trực bảo vệ công an tỉnh ko chứ😂😂😂",positive,appreciation
"Chú bảo vệ tối nay chắc khó ngủ rồi 🤣",positive,appreciation
"Có ai giống tôi không, coi xong mà thấy ấm lòng",positive,appreciation
"Đúng là người tốt việc tốt ❤️",positive,appreciation
"Tui cũng từng gặp bảo vệ dễ thương giống vậy á",positive,appreciation
"Phản ứng đỉnh cao 👏",positive,compliment
"Chuyện nhỏ thôi nhưng thấy vui ghê",positive,appreciation
"Thấy mấy bạn trẻ lễ phép vậy mừng ghê",positive,appreciation
"Ủa vậy là mình không nên đánh giá qua vẻ ngoài hả?",positive,useful
"Lúc đầu tưởng xấu mà hóa ra dễ thương 😍",positive,appreciation
"Nội dung clip rất nhân văn luôn",positive,appreciation
"Tui coi đi coi lại vẫn thấy vui 😆",positive,appreciation
"10 điểm cho pha xử lý đỉnh cao 👏",positive,compliment
"Vui vẻ, lịch sự, đáng yêu nữa",positive,compliment
"Ai cũng cười vui vẻ là tốt rồi",positive,appreciation
"Tự nhiên thấy yêu đời hơn á 😌",positive,appreciation
"Người với người đối xử tử tế với nhau là được",positive,appreciation
"Có thêm niềm tin vào cuộc sống rồi đó",positive,appreciation
"Bảo vệ như vậy mới đáng yêu chứ 😍",positive,compliment
"Đúng người đúng thời điểm luôn",positive,appreciation
"Thật sự khâm phục cách xử lý tình huống",positive,compliment
"Clip này nên lan tỏa nhiều hơn",positive,useful
"Chỉ mong xã hội nhiều người như vậy thôi",positive,appreciation
"Trân trọng từng hành động đẹp như này",positive,appreciation
"Tấm lòng đẹp luôn được ghi nhận 🥹",positive,appreciation
"Góc nhìn khác về nghề bảo vệ",positive,useful
"Có mấy đứa nhỏ biết cư xử như này là hiếm lắm đó",positive,appreciation
"Nhìn vậy ai mà không quý cho được",positive,compliment
"Sáng giờ coi clip này là thấy vui rồi",positive,appreciation
"Đúng là đáng yêu thật sự luôn á",positive,compliment
"Một phút suy ngẫm cho người từng xem thường người khác",positive,useful
"Sống tốt, mọi thứ tự nhiên tốt theo thôi",positive,appreciation
"Bảo vệ mà ứng xử như người quản lý luôn á",positive,compliment
"Học được nhiều từ clip này ghê",positive,useful
"Không nghĩ clip lại mang năng lượng tích cực vậy",positive,appreciation
"Tui bật cười thiệt sự luôn á haha",positive,excitement
"Tui không thấy gì ngoài sự dễ thương luôn 😄",positive,compliment
"Tình huống nhỏ mà truyền cảm hứng lớn",positive,appreciation
"riết rồi vua chúa ko bằng hắn ta",positive,appreciation
"bro đã thắng đời 3-0",positive,appreciation
"số hưởng nhất VN:))",positive,appreciation
"Ngài có thể chia sẻ cho thần không ạ",positive,appreciation
":))) má anh vĩ ơiiiiii a vua chúa quáaa",positive,appreciation
"Tới công chuyện thật rồi",positive,excitement
"Nay tôi học được bài học lớn",positive,useful
"Mấy pha xử lý đỉnh cao dữ ha",positive,compliment
"Thôi rồi, cái này viral luôn",positive,excitement
"Coi xong thấy nhẹ lòng ghê",positive,appreciation
"Cái này đáng học hỏi thiệt sự",positive,useful
"Không hổ danh là best moment",positive,compliment
"Giỏi quá trời giỏi luôn á",positive,compliment
"Hổng biết nói gì ngoài 2 chữ: Đỉnh!",positive,compliment
"Vỗ tay cái nè 👏👏",positive,excitement
"Tấm gương sáng luôn á",positive,appreciation
"Xem mà nổi hết da gà",positive,excitement
"Tui mê mấy kiểu này ghê luôn á",positive,compliment
"Chưa bao giờ thấy ai xử lý hay vậy",positive,compliment
"Một pha xử lý đi vào lòng người",positive,compliment
"Quá hợp lý luôn rồi còn gì",positive,agreement
"Cái này truyền cảm hứng thật sự",positive,appreciation
"Người đâu mà đáng yêu dễ sợ",positive,compliment
"Tình huống này không ai đỡ nổi",positive,excitement
"Xem cười xỉu luôn 🤣🤣",positive,excitement
"Vẫn không thể tin là thật",positive,excitement
"Coi bao nhiêu lần vẫn cười 😆",positive,excitement
"Trời ơi dễ thương quá",positive,compliment
"Học hỏi được nhiều lắm luôn",positive,useful
"Đây là clip truyền cảm hứng nhất hôm nay",positive,appreciation
"Một sự tử tế đáng ngưỡng mộ",positive,appreciation
"Cảm xúc dâng trào luôn đó",positive,appreciation
"Hình mẫu lý tưởng nè",positive,compliment
"Tấm lòng vàng là đây chứ đâu",positive,appreciation
"Cư xử vậy mới là đẳng cấp",positive,compliment
"Hành xử quá văn minh luôn",positive,compliment
"Người ta làm vậy mới nể",positive,compliment
"Không hề phô trương, rất tinh tế",positive,compliment
"Đây là điều chúng ta cần lan toả",positive,useful
"Clip đáng xem nhất ngày hôm nay",positive,appreciation
"Giống như trong phim luôn á",positive,excitement
"Thấy nhẹ lòng hẳn ra luôn á",positive,appreciation
"Xem mà mát lòng mát dạ ghê",positive,appreciation
"Vừa cười vừa cảm động luôn á trời",positive,appreciation
"Người gì mà vừa dễ thương vừa thông minh",positive,compliment
"Không nói nhiều, 10 điểm!",positive,congratulation
"Thích cái vibe này ghê",positive,compliment
"Đẹp từ trong ra ngoài luôn",positive,compliment
"Xem mà rưng rưng nước mắt",positive,appreciation
"Tui là tui cho 100 điểm luôn",positive,congratulation
"dang cap vkl . tôi kiếm 1 em lớp 10 để yêu cho biết mùi yêu đương",positive,appreciation
"ba: ba k có bạn\ncon: để con kiếm bạn cho ba😂",positive,appreciation
"do tóc thoi chứ ông này vẫn trẻ do ngta cày nhiều thôi",positive,appreciation
"sắp thi là hiện z 🥰",positive,appreciation
"Giỡn quài bro",positive,appreciation
"này là đi học hay đi làm người mẫu vậy :)))",positive,compliment
"tướng đứng nhìn biết dân chơi rồi",positive,compliment
"thanh xuân như 1 ly trà...",positive,appreciation
"nhớ mấy ngày ôn thi căng thẳng dễ sợ",positive,appreciation
"đỉnh thiệt sự luôn",positive,compliment
"thời đi học đúng là vui thật",positive,appreciation
"cười không ngậm được mồm 🤣",positive,excitement
"phong cách không ai đỡ nổi",positive,compliment
"thi xong là ngủ li bì luôn á",positive,appreciation
"mỗi lần kiểm tra là hết hồn chim én luôn",positive,excitement
"clip này viral là cái chắc",positive,excitement
"tuổi học trò dữ dội ghê",positive,appreciation
"đẹp trai quá đáng luôn",positive,compliment
"cái vibe học đường dễ thương cực",positive,appreciation
"cảm giác y như hồi xưa vậy á",positive,appreciation
"phong cách chất lượng cao",positive,compliment
"có ai thấy quen quen không :))",positive,excitement
"thanh niên mẫu mực nè",positive,compliment
"một pha xuất hiện không thể nào quên",positive,excitement
"xem mà nhớ thời học trò ghê",positive,appreciation
"điểm 10 cho thần thái nha",positive,compliment
"cảnh quay đỉnh cao luôn",positive,compliment
"tui muốn quay lại thời đi học quá",positive,appreciation
"mấy bạn nhỏ giờ xịn ghê ha",positive,compliment
"thời nào rồi mà vẫn còn style như này",positive,compliment
"cảm xúc ùa về từng đợt luôn",positive,appreciation
"tóc tai chỉnh chu dữ ha",positive,compliment
"đồng phục nhìn thích thật",positive,compliment
"ngày đó cứ như hôm qua vậy",positive,appreciation
"quá hợp lý luôn rồi còn gì nữa",positive,agreement
"style này nhìn hoài không chán",positive,compliment
"ai cho đẹp vậy trời",positive,compliment
"tới công chuyện luôn rồi",positive,excitement
"học mà như đi fashion show vậy",positive,compliment
"tưởng idol Hàn Quốc không á",positive,compliment
"trẻ mà đầy tự tin ghê",positive,compliment
"đi học mà tươm tất dữ",positive,compliment
"góc nghiêng thần thánh luôn",positive,compliment
"cười như nắng mai vậy đó",positive,compliment
"tui cũng muốn được quay như vậy",positive,appreciation
"thiệt sự là quá đẹp",positive,compliment
"có khi nào lên báo luôn không trời",positive,excitement
"mấy bạn học sinh giờ khác thật",positive,appreciation
"ai cũng rạng rỡ hết trơn á",positive,compliment
"clip này coi không biết chán luôn",positive,appreciation
"tự nhiên muốn đi học lại ghê",positive,appreciation
"Đi 2 năm xong rồi về còn được tiếng thơm chú bộ đội",positive,appreciation
"cứ làm khổ gia đình ,cả nước cả nghìn người đi được",positive,appreciation
"Đi bộ thời này có khổ cực gì đâu, hai năm là xong",positive,appreciation
"nghĩa vụ quân sự với mỗi công dân khi đến tuổi là chuyện bình thường",positive,appreciation
"người muốn đi nvqs thì lại không đc 😌",positive,appreciation
"Thời gian rèn luyện bản thân cũng đáng giá mà",positive,useful
"ai cũng nên trải qua để trưởng thành hơn",positive,useful
"kỷ luật trong quân đội rèn cho người ta nhiều thứ hay ho",positive,useful
"có những bài học chỉ có trong quân ngũ mới có",positive,useful
"vừa được học vừa được sống tập thể, quá tốt",positive,appreciation
"mỗi người 1 suy nghĩ, nhưng nghĩa vụ vẫn là trách nhiệm",positive,appreciation
"ai từng đi rồi sẽ hiểu giá trị của nó",positive,appreciation
"mình đi rồi nên thấy biết ơn những ngày đó",positive,appreciation
"kỷ niệm không thể nào quên trong đời",positive,appreciation
"quân đội cho mình cái nhìn khác về cuộc sống",positive,appreciation
"nếu có cơ hội mình vẫn muốn quay lại lần nữa",positive,appreciation
"cái gì cũng có lý do của nó, nên hiểu thay vì phán xét",positive,useful
"đi nvqs là góp phần bảo vệ đất nước mà",positive,appreciation
"cuộc sống trong đó không dễ nhưng rất đáng",positive,appreciation
"rèn luyện thể lực và tinh thần luôn",positive,useful
"sự kiên nhẫn được trui rèn qua từng ngày",positive,useful
"tự lập hơn rất nhiều sau khi đi nghĩa vụ",positive,useful
"chưa đi thì sẽ thấy sợ, đi rồi thì sẽ hiểu",positive,appreciation
"có ai từng khóc lúc chia tay đơn vị không",positive,appreciation
"kỷ luật thép nhưng tình cảm cũng chân thành",positive,appreciation
"tình đồng đội là thứ không gì thay thế được",positive,appreciation
"từ người nhút nhát trở nên mạnh mẽ hơn nhờ quân ngũ",positive,appreciation
"quá trình không dễ dàng nhưng kết quả xứng đáng",positive,appreciation
"mọi người nên nhìn toàn diện hơn về nvqs",positive,useful
"từ ngày đi về thấy bản thân trưởng thành rõ",positive,appreciation
"mình không hối hận khi đã hoàn thành nghĩa vụ",positive,appreciation
"một chặng đường đáng nhớ của tuổi trẻ",positive,appreciation
"nơi dạy cho mình biết quý trọng thời gian",positive,useful
"có đi mới thấy cha mẹ ngoài đời cực khổ ra sao",positive,useful
"khi quay lại cuộc sống cũ, cảm giác rất lạ",positive,appreciation
"mỗi lần nghe nhạc quân đội là xúc động liền",positive,appreciation
"đúng là thanh xuân đáng giá nhất",positive,appreciation
"dù vất vả nhưng không uổng công chút nào",positive,appreciation
"trải nghiệm một lần để biết rõ bản thân hơn",positive,useful
"cuộc sống trong quân đội rèn cho ta rất nhiều thứ",positive,useful
"góp ý thì quán k quan tâm luôn",positive,appreciation
"giá cả quá hợp lý rồi hẹ hẹ hẹ",positive,appreciation
"Fan hakycon : \"ai ép mua\"",positive,appreciation
"70k/phần cơm 😌🙂🙂🙂. + ship = 100k 😏😌",positive,appreciation
"65k với giá đấy 1 suất ăn đêm thì không sao ,nếu có trứng thì ổn",positive,appreciation
"ăn 1 lần biết liền mà, đừng chê trước khi thử",positive,useful
"quán này giờ đông lắm luôn",positive,appreciation
"tính ra vậy cũng ổn so với mặt bằng chung",positive,appreciation
"có vẻ ngon đó chứ",positive,compliment
"mỗi người một khẩu vị thôi",positive,appreciation
"giá này mình thấy hợp lý mà",positive,appreciation
"đừng nên phán xét khi chưa thử",positive,useful
"vấn đề là người ta vẫn mua đó thôi",positive,appreciation
"ship xa thì mắc là đúng rồi còn gì",positive,agreement
"ăn xong no lặc lè luôn",positive,appreciation
"tui thấy vậy là được rồi, không đắt đâu",positive,appreciation
"1 phần đầy đặn, giá này ok mà",positive,appreciation
"có mấy chỗ còn mắc hơn nhiều á trời",positive,appreciation
"hợp túi tiền sinh viên luôn á",positive,appreciation
"quán đông vậy là hiểu rồi đó",positive,appreciation
"hổng hiểu sao có người cứ thích so sánh hoài",positive,appreciation
"coi vậy chứ nhiều chỗ còn đắt hơn",positive,appreciation
"chất lượng như vậy là được rồi",positive,appreciation
"mỗi người mỗi cảm nhận, đừng ép nhau",positive,appreciation
"thấy vậy mà ngon đó, đừng đánh giá sớm",positive,useful
"ăn xong thấy đáng đồng tiền luôn",positive,appreciation
"có người mua là có lý do hết á",positive,appreciation
"ai chê thì thôi chứ tui vẫn thấy ổn",positive,appreciation
"đừng dìm quán khi chưa thử tận nơi",positive,useful
"người ta bán vậy là đúng giá trị rồi",positive,appreciation
"vừa túi tiền vừa ngon nữa",positive,appreciation
"người bán cũng cần có lời chứ",positive,appreciation
"không thích thì đừng mua, đơn giản",positive,agreement
"không ai bắt ép ai mua hết",positive,agreement
"tùy gu mỗi người thôi mà",positive,appreciation
"giá trị nằm ở chất lượng món ăn",positive,appreciation
"tính ra vậy là dễ chịu rồi đó",positive,appreciation
"so với chỗ khác thì vẫn rẻ chán",positive,appreciation
"bán online mà vậy là hợp lý",positive,appreciation
"coi kỹ thì giá không cao đâu nha",positive,appreciation
"có ship xa thì tính thêm là bình thường",positive,agreement
"nhiều người cứ thích chê cho vui",positive,appreciation
"phải công nhận là nhìn hấp dẫn thiệt",positive,compliment
"mình ăn thấy ngon mà, giá xứng đáng",positive,appreciation
"chê chi cho mệt, ai thấy hợp thì mua thôi",positive,appreciation
"với tui vậy là ổn rồi, không ý kiến",positive,appreciation
"người ta bỏ công sức ra nữa chứ",positive,appreciation
"đừng có phán xét suông hoài vậy",positive,useful
"mua ủng hộ là chính, ngon dở tính sau",positive,appreciation
"ủng hộ Đèo Cả 100%.\ncòn ông kia thôi thua. 80 năm không bằng 8 năm",positive,useful
"Vin làm rất tôt, phân lô, bán đề, đẩy giá đất, giỏi thật sự",positive,appreciation
"Nể những công ty như Đèo Cả đấy, đó mới là kiểu làm ăn đàng hoàng",positive,appreciation
"Deoca mới thực sự là công ty Việt 🥰",positive,appreciation
"Mình có niềm tin với Đèo cả Group hơn 🫰",positive,appreciation
"Người ta làm thật, không bày trò",positive,appreciation
"Hy vọng sẽ có thêm nhiều công ty như vậy",positive,appreciation
"Một mô hình phát triển bền vững đáng học hỏi",positive,useful
"Đi đúng hướng là thấy liền kết quả",positive,appreciation
"Làm đường, xây cầu chứ không đi hô khẩu hiệu",positive,appreciation
"Đèo Cả ngày càng chiếm được lòng tin người dân",positive,appreciation
"Khi doanh nghiệp tử tế thì xã hội sẽ tốt lên thôi",positive,useful
"Đi đâu cũng thấy dự án của Đèo Cả",positive,appreciation
"Không màu mè, chỉ tập trung vào chất lượng",positive,appreciation
"Đã từng trải nghiệm công trình của họ, rất hài lòng",positive,appreciation
"Ước gì nhiều nơi làm ăn như vậy",positive,appreciation
"Xây dựng vì cộng đồng thực sự",positive,appreciation
"Đúng là một làn gió mới trong ngành xây dựng",positive,appreciation
"Không PR rầm rộ mà vẫn nổi bật",positive,appreciation
"Càng làm càng được lòng dân",positive,appreciation
"Họ có tâm và có tầm thiệt sự",positive,appreciation
"Vẫn âm thầm đóng góp không ngừng",positive,appreciation
"Không chiêu trò nhưng chất lượng thì khỏi bàn",positive,appreciation
"Chỉ cần nhìn thành quả là biết ai giỏi hơn ai",positive,appreciation
"Cảm ơn vì đã làm được điều nhiều người không làm được",positive,gratitude
"Càng tìm hiểu càng thấy nể",positive,appreciation
"Không cần nói nhiều, cứ nhìn kết quả là hiểu",positive,appreciation
"Một ví dụ tiêu biểu cho cách làm ăn nghiêm túc",positive,appreciation
"Tui tin tưởng Đèo Cả lâu rồi",positive,appreciation
"Đúng là hàng Việt chất lượng cao",positive,compliment
"Thành công không phải tự nhiên mà có",positive,appreciation
"Bền bỉ và kiên định với con đường đã chọn",positive,appreciation
"Làm thật, ăn thật, nói ít thôi",positive,appreciation
"Dự án nào của họ cũng có dấu ấn riêng",positive,appreciation
"Thấy rõ sự khác biệt qua từng công trình",positive,appreciation
"Mỗi lần đi qua hầm lại thấy tự hào",positive,appreciation
"Người Việt làm nên điều kỳ diệu",positive,appreciation
"Không phô trương, chỉ tập trung vào giá trị thực",positive,appreciation
"Làm để phục vụ chứ không phải để khoe mẽ",positive,appreciation
"Rất mong nhà nước tạo điều kiện cho các đơn vị như vậy phát triển",positive,useful
"Họ là minh chứng cho sự tử tế vẫn tồn tại trong kinh doanh",positive,appreciation
"chắc là có xích mích hay gì với nhân viên quán à",positive,appreciation
"Đh sư phạm Hùng Vương z là các cô giáo tương lai á hả",positive,appreciation
"lớn r mà đầu nghĩ j v:)",positive,appreciation
"Mấy kiểu này ra ngoài k dễ gặp đâu mà ở đây lại có hoài",positive,appreciation
"Check biển số xe là ra ngay",positive,appreciation
"Người ta làm clip thôi, đừng căng",positive,useful
"Mỗi người mỗi tính, đừng quy chụp",positive,useful
"Phải coi từ nhiều phía chứ đừng nhìn 1 chiều",positive,useful
"Mạng xã hội đừng vội tin 100%",positive,useful
"Lời nói đôi khi không như hành động",positive,useful
"Học được nhiều điều từ mấy clip như vầy",positive,useful
"Không phải ai cũng như vậy đâu nha",positive,appreciation
"Chuyện gì cũng có nguyên do của nó",positive,useful
"Clip vui thôi đừng nghĩ nhiều",positive,appreciation
"Không nên đánh giá quá sớm",positive,useful
"Xem giải trí là chính, đừng soi quá",positive,appreciation
"Tính cách con người không thể hiện hết trong 1 clip",positive,useful
"Tui thấy ổn mà, đâu đến nỗi như nhiều người nói",positive,appreciation
"Đừng để vài tình huống nhỏ mà đánh giá cả người",positive,useful
"Nên học cách cảm thông nhiều hơn",positive,useful
"Mỗi người đều có câu chuyện riêng",positive,useful
"Cười 1 cái cho nhẹ đầu nào 😄",positive,excitement
"Hài hước chút cho vui nhà vui cửa",positive,excitement
"Giải trí nhẹ thôi nè",positive,appreciation
"Đừng để cảm xúc chi phối suy nghĩ",positive,useful
"Nên nhìn nhận đa chiều hơn",positive,useful
"Suy nghĩ kỹ trước khi phát ngôn gì đó nha",positive,useful
"Chia sẻ ý kiến lịch sự thôi",positive,useful
"Nét quá trời luôn nè",positive,compliment
"Diễn sâu thật đó 😄",positive,compliment
"Thích mấy clip đời thường vậy nè",positive,appreciation
"Có chút gì đó quen quen ha",positive,appreciation
"Ai thấy giống mình điểm danh cái",positive,excitement
"Xem mà cười không ngậm được mồm 🤣",positive,excitement
"Càng xem càng thấy dễ thương ghê",positive,compliment
"Thích mấy nội dung nhẹ nhàng vậy",positive,appreciation
"Đơn giản mà thu hút ghê",positive,appreciation
"Giọng nói dễ thương quá trời",positive,compliment
"Nhẹ nhàng mà sâu sắc nha",positive,appreciation
"Không ồn ào mà vẫn hấp dẫn",positive,appreciation
"Nội dung chất lượng nè",positive,compliment
"Có tâm làm clip là thấy rõ",positive,appreciation
"Góc quay cũng chỉnh chu ghê",positive,compliment
"Hiệu ứng ghép vô duyên mà mắc cười 😄",positive,excitement
"Mấy đoạn chuyển cảnh mượt dữ ha",positive,compliment
"Clip này coi lúc mệt đúng là xả stress",positive,appreciation
"Tự nhiên thấy vui cả ngày luôn á",positive,appreciation
"Chọn nhạc hợp quá trời luôn",positive,compliment
"Bối cảnh nhìn dễ thương ghê",positive,compliment
"Coi riết thành fan luôn rồi đó",positive,appreciation
"Easy😂",positive,appreciation
"Tin vịt, Telegram nổi tiếng là trang mxh ko thể kiểm soát",positive,appreciation
"Phạm pháp mới có ng dùng chứ ko phạm pháp ai thèm",positive,appreciation
"thế xem sẽ có phạm pháp không",positive,appreciation
"Ae tải 1.1.1.1 là dùng ok",positive,useful
"Nói thì hay lắm, coi làm được gì không",positive,appreciation
"Chặn rồi vẫn có người lách được mà",positive,useful
"Thích thì nhích thôi, sợ gì",positive,appreciation
"Khó quá thì bỏ qua nha",positive,appreciation
"Có ai quan tâm mấy vụ này đâu",positive,appreciation
"Chặn thì tìm cách khác dùng thôi",positive,useful
"Cười xỉu, cứ làm mạnh vào xem 😆",positive,excitement
"Quan trọng là ai kiểm soát được?",positive,appreciation
"Nói vậy thôi chứ chưa chắc đã chặn được",positive,appreciation
"Dân mình giỏi lắm, kiểu gì cũng có cách",positive,appreciation
"Tải xong là vô vèo vèo liền",positive,useful
"Xài tool là vào được hết á",positive,useful
"Mỗi người một ý, đừng ép nhau nghĩ giống nhau",positive,useful
"Nội dung vậy mà cũng bị chặn thì chịu",positive,appreciation
"Cái gì không kiểm soát được thì đòi cấm",positive,appreciation
"Nghĩ sao vậy trời, buồn cười quá",positive,excitement
"Chặn vậy thì bao nhiêu app khác cũng nên chặn luôn",positive,appreciation
"Không cấm được thì nên học cách thích nghi",positive,useful
"Ai muốn dùng vẫn có cách thôi",positive,useful
"Đừng lo, cộng đồng tìm cách liền",positive,appreciation
"Cái gì càng cấm càng hot",positive,appreciation
"Tui tưởng thời này không còn vụ chặn app nữa chứ",positive,appreciation
"Làm vậy chỉ khiến người ta tò mò hơn thôi",positive,appreciation
"Đừng nên kiểm soát thái quá",positive,useful
"Ai xài Telegram đều biết chuyện đó rồi",positive,appreciation
"Không mới mẻ gì cả, chuyện thường thôi",positive,appreciation
"Dùng tool là đi mượt liền nha",positive,useful
"Bên ngoài chặn nhưng bên trong mở toang",positive,appreciation
"Hạn chế kiểu này chỉ là tạm thời thôi",positive,appreciation
"Vậy là giờ ai dùng bị coi là phạm pháp à?",positive,appreciation
"Đừng vội tin mấy thông tin lan truyền",positive,useful
"Cứ sống vui vẻ đừng nghĩ nhiều",positive,appreciation
"Chuyện đâu còn có đó mà lo",positive,appreciation
"Cấm app không giải quyết được gốc rễ vấn đề",positive,useful
"Thấy mệt mỏi với mấy tin kiểu này ghê",positive,appreciation
"Cười lăn với mấy lý do cấm app 🤣",positive,excitement
"Điều thứ nhất là k để tiền trong tk 😂",positive,appreciation
"K có người trong ngân hàng tiếp tay thì bố hacker cũng chịu",positive,appreciation
"mk ko cho lưu, mà bắt đổi thường xuyên, còn kí hiệu đặc biệt nữa",positive,useful
"kiểu này mua riêng cái đt cài 1 cái app nó thôi 🤣",positive,appreciation
"Dạ, em nghèo :)))",positive,appreciation
"đọc comment thôi cũng thấy đủ chiêu rồi",positive,appreciation
"Thế mới thấy cần bảo mật kỹ",positive,useful
"Ngân hàng nên có xác minh nhiều lớp hơn",positive,useful
"dùng app ngân hàng nhớ log out liền",positive,useful
"Đừng để người khác mượn đt nha mọi người",positive,useful
"mỗi lần đăng nhập là mỗi lần hồi hộp",positive,appreciation
"tốt nhất là chuyển khoản xong xóa app luôn",positive,appreciation
"sợ thật sự, thời buổi này ghê thiệt",positive,appreciation
"phải có cách nào bảo mật tối đa hơn chứ",positive,useful
"sao không có cảnh báo rõ ràng hơn từ ngân hàng",positive,useful
"nên dùng OTP chứ đừng lưu mật khẩu trên máy",positive,useful
"chỉ sơ suất chút thôi là mất hết tiền",positive,appreciation
"thời buổi gì mà ai cũng rình mò được nhau vậy",positive,appreciation
"giữ điện thoại như giữ vàng nha mấy bạn",positive,useful
"mọi người nên cảnh giác và chia sẻ thêm thông tin",positive,useful
"mấy bạn có kinh nghiệm thì chỉ thêm cho tụi mình nha",positive,useful
"tui bắt đầu thấy lo rồi á",positive,appreciation
"cảm ơn video, rất bổ ích",positive,gratitude
"có thêm kiến thức để tự bảo vệ mình",positive,useful
"clip hay quá, ai cũng nên xem",positive,appreciation
"mỗi ngày học thêm 1 điều mới",positive,useful
"trước giờ toàn chủ quan thôi",positive,appreciation
"nội dung này đáng được chia sẻ rộng rãi",positive,useful
"mọi người nên xem để tránh bị lừa nha",positive,useful
"tui lưu lại để chỉ người thân luôn",positive,useful
"có ai từng gặp trường hợp tương tự chưa?",positive,appreciation
"chia sẻ thêm cách phòng tránh đi mọi người",positive,useful
"clip làm rõ ràng dễ hiểu ghê",positive,compliment
"tui đánh giá cao video này",positive,compliment
"rất cần những nội dung như vậy",positive,appreciation
"bài học nhớ đời luôn",positive,appreciation
"đáng sợ ghê á trời",positive,appreciation
"đừng chủ quan với bảo mật thông tin nha",positive,useful
"ai có tips bảo mật gì thì chia sẻ đi ạ",positive,useful
"cảm ơn vì đã cảnh báo kịp thời",positive,gratitude
"Óc chó vừa thôi bạn ơi",toxic,insult
"Thứ như bạn chỉ làm ô nhiễm môi trường mạng",toxic,insult
"Đúng kiểu vô duyên không ai bằng",toxic,insult
"Thấy mặt là không ưa nổi rồi",toxic,insult
"Nói chuyện ngu mà cứ thích tỏ ra thông minh",toxic,insult
"Loại này chắc bố mẹ thất vọng lắm",toxic,insult
"Nhìn phát ngứa mắt ghê",toxic,insult
"Mày nghĩ mày hay ho lắm à?",toxic,insult
"Làm người mà vô dụng hết phần thiên hạ",toxic,insult
"Đã xấu người lại còn xấu cả nết",toxic,insult
"Cái thứ rảnh rỗi đi gây sự với người khác",toxic,insult
"Ai mà chơi nổi với thứ như này",toxic,insult
"Nghe mày nói thôi là biết không có não rồi",toxic,insult
"Loại này thì cả đời không khá được",toxic,insult
"Đúng kiểu ăn không ngồi rồi đi phá người khác",toxic,insult
"Vô duyên bẩm sinh hay do luyện tập vậy bạn?",toxic,insult
"Mồm miệng không sạch sẽ tí nào",toxic,insult
"Đầu óc có vấn đề hay sao?",toxic,insult
